TransactionId,CustId,TransactionType,TransactionAmount
23674000001,17809,credit,48319
23675000001,83066,debit,34177
23676000001,99751,debit,20167
23677000001,96253,credit,24365
23678000001,88030,credit,42295
23679000001,14914,credit,1846
23680000001,39766,credit,46448
23681000001,69984,debit,35876
23682000001,65819,debit,46153
23683000001,29618,credit,25858
23684000001,86301,debit,36591
23685000001,87721,credit,12175
23686000001,58910,credit,280
23687000001,10101,debit,21732
23688000001,55771,credit,14011
23689000001,57955,debit,34271
23690000001,25352,credit,12922
23691000001,61342,debit,1811
23692000001,82860,credit,16029
23693000001,79175,credit,43369
23694000001,15329,credit,24544
23695000001,11994,credit,35121
23696000001,62563,debit,7928
23697000001,39103,debit,48862
23698000001,77741,credit,5644
23699000001,58531,debit,38736
23700000001,27544,debit,43940
23701000001,24539,credit,16905
23702000001,20890,debit,22703
23703000001,10047,debit,34864
23704000001,68790,credit,25040
23705000001,57447,credit,47545
23706000001,23776,debit,43845
23707000001,87274,credit,27723
23708000001,89152,debit,6859
23709000001,30603,debit,46406
23710000001,72997,credit,48297
23711000001,99578,debit,16114
23712000001,6502,credit,23066
23713000001,80158,credit,44603
23714000001,71250,credit,20693
23715000001,74069,credit,38389
23716000001,77224,credit,21054
23717000001,17952,debit,21377
23718000001,53231,debit,1327
23719000001,62412,debit,5000
23720000001,56258,credit,43509
23721000001,80427,credit,583
23722000001,94522,credit,11705
23723000001,70957,debit,44886
23724000001,84818,debit,40958
23725000001,38359,debit,36536
23726000001,12287,debit,22807
23727000001,5160,debit,48180
23728000001,37719,credit,7338
23729000001,51990,debit,29972
23730000001,96459,credit,49805
23731000001,19969,debit,31109
23732000001,6685,credit,37253
23733000001,65852,credit,1031
23734000001,48117,debit,33295
23735000001,77959,debit,8795
23736000001,59513,credit,43995
23737000001,96480,credit,46007
23738000001,16451,debit,1610
23739000001,68166,credit,15614
23740000001,59448,debit,1606
23741000001,64241,debit,12916
23742000001,86386,debit,32925
23743000001,93403,credit,932
23744000001,24227,debit,45476
23745000001,65664,credit,33218
23746000001,24728,debit,34909
23747000001,13708,credit,39727
23748000001,73960,debit,24036
23749000001,45161,debit,34913
23750000001,4730,debit,17084
23751000001,32453,debit,15380
23752000001,32710,credit,11686
23753000001,5124,credit,22030
23754000001,77527,credit,31608
23755000001,68168,debit,30951
23756000001,2669,debit,45325
23757000001,79525,credit,48375
23758000001,31433,credit,13736
23759000001,21062,credit,44414
23760000001,27042,debit,11601
23761000001,52046,debit,1170
23762000001,91646,credit,14873
23763000001,1072,debit,29266
23764000001,22748,debit,18128
23765000001,44737,debit,31645
23766000001,81076,credit,13576
23767000001,65457,credit,1139
23768000001,95414,credit,14941
23769000001,10538,credit,32419
23770000001,15459,credit,42646
23771000001,46096,credit,13868
23772000001,80884,debit,28009
23773000001,29714,credit,30746
23774000001,31011,debit,24633
23775000001,69536,debit,16795
23776000001,88384,credit,25935
23777000001,88335,debit,44639
23778000001,89163,debit,49045
23779000001,55833,debit,31719
23780000001,24777,credit,43164
23781000001,5506,debit,14855
23782000001,15970,debit,18125
23783000001,48422,credit,20889
23784000001,94536,credit,41975
23785000001,48347,credit,26300
23786000001,56111,credit,36066
23787000001,76053,credit,24962
23788000001,80131,credit,18229
23789000001,57312,debit,20454
23790000001,57211,credit,12977
23791000001,49291,debit,43933
23792000001,43016,credit,23972
23793000001,82843,debit,26231
23794000001,28265,debit,12840
23795000001,28886,debit,41526
23796000001,36384,debit,35837
23797000001,32083,credit,35538
23798000001,11608,credit,31575
23799000001,35510,debit,23610
23800000001,32333,credit,2634
23801000001,93760,credit,24718
23802000001,62148,credit,16147
23803000001,5265,credit,47274
23804000001,12857,debit,523
23805000001,87573,debit,24131
23806000001,31717,credit,28522
23807000001,76818,debit,2725
23808000001,82196,credit,25962
23809000001,79630,debit,21348
23810000001,14539,debit,34907
23811000001,97740,debit,21440
23812000001,12475,debit,36616
23813000001,18017,debit,6775
23814000001,47332,credit,2803
23815000001,32440,credit,599
23816000001,81536,debit,28903
23817000001,81807,credit,14248
23818000001,36502,credit,26266
23819000001,26385,debit,12233
23820000001,62237,credit,12312
23821000001,10445,debit,24746
23822000001,79137,debit,11852
23823000001,53416,credit,32419
23824000001,70697,credit,14287
23825000001,27296,credit,37401
23826000001,20677,credit,34321
23827000001,60393,debit,39481
23828000001,8174,debit,32320
23829000001,6756,credit,12779
23830000001,80876,debit,39918
23831000001,41309,debit,37852
23832000001,49020,debit,5782
23833000001,80001,debit,16498
23834000001,67147,credit,43394
23835000001,27674,credit,48839
23836000001,20893,debit,41123
23837000001,29286,credit,46809
23838000001,43407,credit,23287
23839000001,30317,debit,10590
23840000001,80683,credit,49429
23841000001,35828,credit,42263
23842000001,41556,debit,11481
23843000001,35755,credit,46697
23844000001,52464,debit,39436
23845000001,12377,debit,42434
23846000001,19985,credit,26970
23847000001,58291,credit,19691
23848000001,93931,credit,5191
23849000001,77739,credit,21225
23850000001,77932,credit,28394
23851000001,97081,credit,25883
23852000001,26951,debit,13290
23853000001,92483,debit,20083
23854000001,60595,debit,16724
23855000001,79772,credit,44961
23856000001,98759,credit,48623
23857000001,63793,debit,22753
23858000001,48958,debit,2720
23859000001,57559,debit,44448
23860000001,78264,debit,45370
23861000001,53950,credit,35785
23862000001,42144,debit,25904
23863000001,51892,credit,38665
23864000001,25584,credit,9548
23865000001,77427,debit,18653
23866000001,8646,debit,24731
23867000001,54058,debit,35655
23868000001,42579,debit,8855
23869000001,44249,debit,15384
23870000001,31351,credit,35830
23871000001,45994,debit,20009
23872000001,39661,debit,20643
23873000001,41664,credit,19793
23874000001,92934,debit,41174
23875000001,12548,debit,2564
23876000001,16590,debit,7570
23877000001,41466,debit,29850
23878000001,61951,credit,40749
23879000001,66022,credit,11704
23880000001,31275,credit,26411
23881000001,66148,credit,19208
23882000001,60990,debit,48909
23883000001,47922,credit,7990
23884000001,1658,credit,3886
23885000001,3667,credit,46174
23886000001,2476,credit,13433
23887000001,14031,credit,38342
23888000001,32100,debit,38922
23889000001,58893,debit,40734
23890000001,94175,debit,11339
23891000001,64690,credit,34707
23892000001,85566,credit,14686
23893000001,10255,credit,39707
23894000001,5334,debit,17812
23895000001,4496,credit,17307
23896000001,95450,debit,5368
23897000001,50232,credit,1231
23898000001,13075,debit,40983
23899000001,52234,debit,46185
23900000001,79308,credit,39987
23901000001,38909,credit,8485
23902000001,54671,credit,23399
23903000001,94618,credit,12340
23904000001,32339,credit,26918
23905000001,45250,credit,33475
23906000001,19052,debit,30848
23907000001,15931,credit,11510
23908000001,27051,debit,39322
23909000001,77910,debit,11834
23910000001,95461,credit,45168
23911000001,4466,credit,21877
23912000001,42290,credit,47206
23913000001,89982,debit,28765
23914000001,96969,credit,13485
23915000001,57464,credit,18376
23916000001,69929,credit,42793
23917000001,61405,credit,27093
23918000001,73325,credit,1955
23919000001,68948,debit,29462
23920000001,24282,credit,12872
23921000001,41795,credit,21917
23922000001,96305,credit,14537
23923000001,57412,debit,8501
23924000001,35314,credit,39732
23925000001,49845,credit,14840
23926000001,61704,debit,26188
23927000001,21800,credit,36373
23928000001,15895,credit,38958
23929000001,63230,debit,9033
23930000001,37879,debit,37933
23931000001,79189,debit,48714
23932000001,85243,debit,15666
23933000001,40562,debit,48308
23934000001,84809,debit,23785
23935000001,75346,credit,27527
23936000001,23147,credit,29876
23937000001,16232,credit,25649
23938000001,57921,credit,7769
23939000001,5585,debit,9324
23940000001,37786,credit,43459
23941000001,38500,debit,33089
23942000001,79028,credit,854
23943000001,11393,credit,27914
23944000001,41143,debit,22351
23945000001,97016,credit,34486
23946000001,16190,debit,3563
23947000001,56380,debit,46221
23948000001,54973,debit,44523
23949000001,44706,debit,13112
23950000001,37529,credit,40525
23951000001,96264,credit,32832
23952000001,40214,credit,31571
23953000001,18138,debit,21695
23954000001,50168,debit,30596
23955000001,11319,credit,34706
23956000001,71361,debit,437
23957000001,23989,credit,8350
23958000001,5979,debit,42489
23959000001,95655,debit,24673
23960000001,85835,debit,21881
23961000001,93664,credit,42249
23962000001,13915,debit,40213
23963000001,49520,debit,43169
23964000001,24179,credit,10677
23965000001,45806,credit,49764
23966000001,53246,debit,43644
23967000001,30461,credit,29742
23968000001,83066,debit,38605
23969000001,66421,debit,34844
23970000001,30466,credit,26947
23971000001,32093,debit,43975
23972000001,1490,credit,16336
23973000001,83965,credit,30222
23974000001,62613,credit,34351
23975000001,56098,credit,41525
23976000001,64615,debit,7169
23977000001,36090,debit,27568
23978000001,691,debit,9579
23979000001,17806,debit,28956
23980000001,80892,debit,20734
23981000001,38587,debit,44134
23982000001,84068,debit,4269
23983000001,93179,debit,14730
23984000001,72300,credit,23575
23985000001,13016,credit,5557
23986000001,83520,credit,36124
23987000001,15988,credit,40498
23988000001,55714,credit,5232
23989000001,56965,debit,36793
23990000001,83702,debit,22463
23991000001,28045,credit,23629
23992000001,18545,debit,18691
23993000001,28426,debit,820
23994000001,84783,credit,38889
23995000001,93407,credit,10529
23996000001,77069,debit,25825
23997000001,56277,debit,6145
23998000001,40403,debit,15491
23999000001,66012,credit,40947
24000000001,16979,debit,47167
24001000001,38782,debit,36265
24002000001,6784,debit,49755
24003000001,53576,credit,37457
24004000001,93372,credit,31980
24005000001,70922,credit,19621
24006000001,21428,credit,30183
24007000001,98314,credit,15271
24008000001,76698,debit,4616
24009000001,28148,debit,22626
24010000001,99062,debit,30028
24011000001,17506,credit,2520
24012000001,87354,debit,41452
24013000001,33032,credit,25016
24014000001,75934,debit,21155
24015000001,48089,credit,11371
24016000001,38225,credit,23953
24017000001,70672,credit,42801
24018000001,85097,credit,39309
24019000001,48293,debit,9476
24020000001,18451,debit,20870
24021000001,37595,credit,45984
24022000001,81962,credit,28830
24023000001,41116,credit,5843
24024000001,60123,debit,9775
24025000001,84905,credit,6368
24026000001,43777,debit,26212
24027000001,59883,credit,10354
24028000001,55209,debit,39778
24029000001,44137,credit,30222
24030000001,53914,credit,30723
24031000001,11652,debit,24819
24032000001,30642,credit,6134
24033000001,81988,credit,27760
24034000001,11110,debit,16478
24035000001,54814,credit,41451
24036000001,36436,credit,29928
24037000001,82001,debit,37750
24038000001,62714,debit,30833
24039000001,21437,credit,31615
24040000001,59839,debit,38558
24041000001,84404,credit,9277
24042000001,18908,credit,12128
24043000001,79780,credit,30122
24044000001,75085,credit,9887
24045000001,33133,credit,31541
24046000001,7633,debit,27120
24047000001,69376,debit,2031
24048000001,76975,credit,2912
24049000001,1341,debit,47444
24050000001,75784,credit,43500
24051000001,37510,credit,7541
24052000001,55720,debit,32991
24053000001,8022,credit,13662
24054000001,65302,debit,40791
24055000001,79053,debit,25473
24056000001,22817,debit,24251
24057000001,65681,credit,1517
24058000001,20839,debit,12223
24059000001,83652,debit,5146
24060000001,97186,credit,26388
24061000001,2565,credit,11220
24062000001,33194,credit,41742
24063000001,32307,debit,28023
24064000001,85251,debit,40917
24065000001,54950,debit,28165
24066000001,69801,credit,22751
24067000001,31609,credit,13045
24068000001,91798,debit,29663
24069000001,85589,debit,12541
24070000001,19921,credit,12494
24071000001,67593,debit,27088
24072000001,93302,debit,28267
24073000001,84702,debit,36107
24074000001,51592,debit,32151
24075000001,28168,credit,4549
24076000001,35394,credit,22122
24077000001,92979,debit,7398
24078000001,30811,debit,33856
24079000001,53766,debit,31731
24080000001,75645,credit,18262
24081000001,69024,credit,34936
24082000001,12701,debit,3691
24083000001,90039,credit,29760
24084000001,16298,debit,16902
24085000001,71689,credit,21791
24086000001,97440,debit,22930
24087000001,18671,credit,49532
24088000001,11770,credit,36316
24089000001,99082,debit,41209
24090000001,23283,debit,39510
24091000001,87101,debit,2873
24092000001,33810,debit,3385
24093000001,76571,debit,3421
24094000001,13170,credit,7877
24095000001,50899,debit,7624
24096000001,80962,debit,23200
24097000001,57041,debit,10635
24098000001,60483,debit,10932
24099000001,90233,debit,19034
24100000001,21379,credit,33894
24101000001,58576,debit,47998
24102000001,47431,credit,24188
24103000001,58824,credit,24567
24104000001,54751,credit,24848
24105000001,6473,credit,45879
24106000001,77101,debit,772
24107000001,17869,debit,42941
24108000001,53637,debit,20582
24109000001,15191,credit,12065
24110000001,56510,credit,1469
24111000001,63940,credit,29212
24112000001,95771,debit,20659
24113000001,13951,debit,10776
24114000001,18902,credit,47076
24115000001,36078,credit,32123
24116000001,38585,debit,41737
24117000001,8986,debit,27033
24118000001,9701,debit,33511
24119000001,94907,credit,30805
24120000001,75296,debit,6527
24121000001,32904,credit,35353
24122000001,78134,debit,25956
24123000001,78857,credit,5268
24124000001,95501,credit,47011
24125000001,8527,credit,32617
24126000001,24692,credit,5699
24127000001,86291,credit,29451
24128000001,23850,debit,1331
24129000001,16848,debit,32569
24130000001,28499,credit,44330
24131000001,41378,credit,25503
24132000001,44935,debit,46210
24133000001,4862,debit,18325
24134000001,58675,credit,25626
24135000001,22665,credit,2545
24136000001,12754,credit,32119
24137000001,75352,debit,33142
24138000001,85018,debit,14027
24139000001,43938,debit,45139
24140000001,10358,credit,34944
24141000001,21231,debit,16227
24142000001,92222,credit,12106
24143000001,91412,credit,10603
24144000001,5407,credit,11120
24145000001,48912,credit,28927
24146000001,57047,debit,2404
24147000001,74752,credit,11724
24148000001,82492,credit,39138
24149000001,80502,credit,37447
24150000001,10843,credit,25955
24151000001,25486,debit,44237
24152000001,58871,debit,48458
24153000001,75154,credit,19729
24154000001,80424,credit,8308
24155000001,54363,credit,16763
24156000001,89069,credit,17320
24157000001,10849,debit,18254
24158000001,53256,debit,7397
24159000001,28721,credit,522
24160000001,79549,credit,18021
24161000001,37742,debit,40157
24162000001,95292,credit,10539
24163000001,50336,debit,40860
24164000001,61002,credit,6805
24165000001,46523,debit,35366
24166000001,88227,credit,44490
24167000001,97055,credit,12407
24168000001,79127,debit,31397
24169000001,83412,debit,7823
24170000001,23152,credit,24225
24171000001,80239,debit,4861
24172000001,58857,credit,33527
24173000001,49559,credit,30599
24174000001,54184,debit,33864
24175000001,52624,debit,41515
24176000001,36782,debit,24036
24177000001,8611,credit,33950
24178000001,18299,debit,11774
24179000001,6573,credit,7561
24180000001,12552,debit,40736
24181000001,58036,credit,5663
24182000001,71229,credit,45996
24183000001,76242,credit,16200
24184000001,61509,credit,34308
24185000001,81908,debit,47720
24186000001,86227,debit,49388
24187000001,17834,debit,5764
24188000001,77594,credit,8235
24189000001,80093,credit,46627
24190000001,62747,debit,24473
24191000001,583,debit,30967
24192000001,26045,debit,9813
24193000001,14054,credit,31833
24194000001,84236,debit,31114
24195000001,6387,credit,23263
24196000001,2119,credit,28711
24197000001,7791,debit,36600
24198000001,42185,debit,14573
24199000001,45032,debit,41047
24200000001,3606,credit,7943
24201000001,73283,debit,30855
24202000001,15326,credit,21658
24203000001,39538,debit,28468
24204000001,72198,credit,7154
24205000001,56348,credit,28655
24206000001,83760,credit,12808
24207000001,22184,credit,5199
24208000001,15200,debit,45130
24209000001,818,credit,13001
24210000001,97803,debit,16593
24211000001,58229,debit,19470
24212000001,71761,credit,7511
24213000001,37720,debit,46143
24214000001,83932,credit,30294
24215000001,69924,debit,31271
24216000001,28315,debit,20918
24217000001,11267,debit,38320
24218000001,10433,credit,31892
24219000001,80310,debit,35460
24220000001,57713,debit,18661
24221000001,97795,credit,38466
24222000001,15284,credit,21634
24223000001,12325,debit,26022
24224000001,9020,debit,18004
24225000001,7766,debit,35115
24226000001,41419,debit,47169
24227000001,5100,debit,35858
24228000001,92924,credit,43887
24229000001,55372,debit,36339
24230000001,81111,credit,3640
24231000001,82763,debit,40208
24232000001,75353,credit,32600
24233000001,23013,debit,14039
24234000001,47130,credit,23266
24235000001,27743,debit,2675
24236000001,4373,credit,15362
24237000001,38412,debit,25278
24238000001,38268,credit,43466
24239000001,71110,credit,33004
24240000001,54520,debit,23365
24241000001,68546,debit,32030
24242000001,1834,debit,48187
24243000001,83662,credit,18324
24244000001,31210,credit,19689
24245000001,80472,debit,22324
24246000001,3258,debit,13829
24247000001,69370,credit,13916
24248000001,6741,credit,5377
24249000001,83330,credit,48818
24250000001,26801,debit,1374
24251000001,62381,credit,20350
24252000001,14806,credit,32026
24253000001,60828,credit,4094
24254000001,74756,debit,49267
24255000001,3939,debit,18684
24256000001,30685,credit,40237
24257000001,22374,debit,31352
24258000001,66972,debit,26570
24259000001,32002,debit,30042
24260000001,18539,credit,10597
24261000001,871,debit,48136
24262000001,53014,credit,13617
24263000001,99995,debit,5753
24264000001,57435,debit,29643
24265000001,33198,debit,41323
24266000001,14550,debit,23873
24267000001,74521,debit,12018
24268000001,2358,credit,495
24269000001,28779,debit,45882
24270000001,84441,debit,23691
24271000001,60227,credit,18876
24272000001,16120,debit,44675
24273000001,54856,debit,40607
24274000001,87768,credit,39917
24275000001,35859,debit,8083
24276000001,20190,credit,10342
24277000001,16500,credit,3765
24278000001,98995,credit,43131
24279000001,74019,debit,2867
24280000001,59882,credit,25312
24281000001,43625,debit,35752
24282000001,5305,debit,2681
24283000001,74620,credit,5270
24284000001,20252,credit,1237
24285000001,9156,debit,20125
24286000001,94447,credit,24646
24287000001,14549,credit,22514
24288000001,23356,debit,44117
24289000001,67771,debit,42394
24290000001,49149,debit,23388
24291000001,53335,credit,24657
24292000001,44443,debit,17304
24293000001,62884,credit,28404
24294000001,38614,debit,16080
24295000001,36257,credit,15006
24296000001,30178,debit,15200
24297000001,89963,debit,35816
24298000001,98296,credit,28958
24299000001,37532,debit,19568
24300000001,34431,credit,1935
24301000001,55788,debit,14192
24302000001,30924,credit,16875
24303000001,33787,debit,8946
24304000001,39604,credit,26004
24305000001,98918,credit,35861
24306000001,57067,debit,28342
24307000001,15048,debit,21862
24308000001,95223,credit,46574
24309000001,9764,debit,1101
24310000001,62784,credit,10885
24311000001,76144,debit,40402
24312000001,98677,debit,47137
24313000001,35100,credit,25669
24314000001,11280,credit,8561
24315000001,60995,debit,49841
24316000001,31978,credit,602
24317000001,49903,credit,3133
24318000001,45269,credit,2397
24319000001,91858,debit,28889
24320000001,96483,credit,3107
24321000001,51994,credit,28892
24322000001,27015,debit,9375
24323000001,80139,debit,44701
24324000001,27665,credit,33210
24325000001,98685,debit,28423
24326000001,71133,credit,28762
24327000001,23233,credit,19968
24328000001,95016,credit,5799
24329000001,9658,credit,24663
24330000001,21664,credit,3802
24331000001,78549,debit,49326
24332000001,27567,credit,15330
24333000001,60949,credit,43063
24334000001,23355,debit,23460
24335000001,73354,credit,33057
24336000001,2449,credit,44023
24337000001,34916,debit,45930
24338000001,17597,credit,705
24339000001,85042,debit,22107
24340000001,94066,debit,14238
24341000001,85005,debit,40806
24342000001,63917,debit,34615
24343000001,10935,credit,25853
24344000001,1518,debit,18191
24345000001,14484,debit,35467
24346000001,86719,credit,29164
24347000001,8115,debit,34705
24348000001,39956,credit,13539
24349000001,35122,credit,3407
24350000001,20236,debit,3221
24351000001,24989,credit,9847
24352000001,23845,credit,41135
24353000001,88315,credit,11615
24354000001,75947,credit,13260
24355000001,6731,debit,47379
24356000001,93252,credit,27945
24357000001,11725,credit,19783
24358000001,82470,debit,11127
24359000001,66832,credit,23118
24360000001,33007,debit,13468
24361000001,73325,debit,7780
24362000001,65502,credit,11657
24363000001,32276,debit,5720
24364000001,1019,debit,35546
24365000001,89100,debit,45152
24366000001,65297,credit,46074
24367000001,72145,credit,38107
24368000001,66823,credit,28127
24369000001,79017,credit,36917
24370000001,6411,credit,42505
24371000001,68896,debit,43131
24372000001,33586,debit,3398
24373000001,86174,debit,091
24374000001,96693,credit,40986
24375000001,46293,debit,12653
24376000001,3172,debit,23587
24377000001,94032,debit,14361
24378000001,80992,debit,11142
24379000001,73691,debit,15765
24380000001,55212,credit,1380
24381000001,37226,credit,32029
24382000001,62243,credit,1676
24383000001,42230,debit,33754
24384000001,77908,debit,12505
24385000001,31921,credit,9355
24386000001,30923,credit,40567
24387000001,80946,debit,37355
24388000001,27162,debit,41306
24389000001,75416,debit,5652
24390000001,68289,credit,6713
24391000001,97651,debit,5109
24392000001,68458,debit,23574
24393000001,51028,credit,47350
24394000001,49580,credit,14875
24395000001,51334,credit,40305
24396000001,70672,debit,35666
24397000001,83435,credit,3541
24398000001,8595,debit,5726
24399000001,23645,credit,33327
24400000001,62465,debit,25613
24401000001,47762,debit,8539
24402000001,18080,credit,1791
24403000001,18017,credit,29876
24404000001,53516,debit,45337
24405000001,59869,debit,41298
24406000001,29872,credit,11447
24407000001,38748,credit,39484
24408000001,11661,credit,22298
24409000001,61785,debit,17976
24410000001,58026,debit,17797
24411000001,54875,credit,33967
24412000001,48805,debit,7877
24413000001,42665,debit,20350
24414000001,27302,debit,32281
24415000001,87874,credit,21747
24416000001,70985,credit,14233
24417000001,85437,credit,27032
24418000001,73007,credit,5329
24419000001,39747,credit,27626
24420000001,43132,debit,7061
24421000001,50745,credit,49389
24422000001,76453,debit,10743
24423000001,14993,debit,18920
24424000001,37246,credit,45946
24425000001,65205,debit,937
24426000001,24607,credit,12980
24427000001,96026,credit,46438
24428000001,5373,credit,4512
24429000001,95342,debit,23860
24430000001,24905,credit,8778
24431000001,30445,debit,32996
24432000001,43333,debit,40974
24433000001,97190,credit,19851
24434000001,97069,credit,5066
24435000001,53269,credit,7660
24436000001,3501,credit,24886
24437000001,98557,credit,5765
24438000001,56380,credit,28835
24439000001,33831,credit,17042
24440000001,54232,debit,15851
24441000001,1407,credit,32429
24442000001,9561,debit,49115
24443000001,16047,debit,37362
24444000001,84750,credit,45651
24445000001,55810,credit,19547
24446000001,11466,credit,15070
24447000001,58168,credit,49713
24448000001,46687,credit,979
24449000001,38555,credit,8536
24450000001,7121,debit,37712
24451000001,65215,credit,4847
24452000001,88136,credit,42255
24453000001,44912,credit,31993
24454000001,11265,credit,49765
24455000001,39279,debit,21765
24456000001,53057,credit,455
24457000001,66197,credit,36981
24458000001,48750,debit,35467
24459000001,16848,credit,29553
24460000001,47528,credit,37119
24461000001,25462,credit,17526
24462000001,63989,credit,20035
24463000001,14614,debit,3769
24464000001,46386,debit,46312
24465000001,30700,credit,5101
24466000001,59705,debit,28555
24467000001,56599,debit,16926
24468000001,3704,credit,18508
24469000001,51281,credit,10352
24470000001,45230,debit,14240
24471000001,34793,credit,27943
24472000001,79509,debit,46223
24473000001,24345,debit,35980
24474000001,74110,debit,3169
24475000001,25700,debit,30602
24476000001,24298,credit,24742
24477000001,92504,credit,37928
24478000001,75218,credit,16445
24479000001,8376,debit,35385
24480000001,44384,credit,19559
24481000001,32506,debit,33052
24482000001,66297,debit,28376
24483000001,92011,debit,10305
24484000001,75868,debit,2494
24485000001,96852,credit,35521
24486000001,52364,debit,2274
24487000001,98861,credit,35203
24488000001,77423,credit,287
24489000001,77078,credit,392
24490000001,35826,credit,31511
24491000001,17639,credit,46971
24492000001,3151,debit,1616
24493000001,34431,credit,28680
24494000001,73128,credit,8760
24495000001,17201,credit,28011
24496000001,84037,credit,36685
24497000001,26810,credit,32807
24498000001,56794,debit,44805
24499000001,34949,debit,43307
24500000001,42371,credit,23690
24501000001,67566,debit,28131
24502000001,78802,credit,8348
24503000001,25801,credit,14073
24504000001,60662,debit,37166
24505000001,20193,credit,19868
24506000001,66377,debit,39025
24507000001,12918,debit,40071
24508000001,57600,credit,10766
24509000001,29037,debit,28770
24510000001,95322,credit,49582
24511000001,97667,credit,33233
24512000001,23497,debit,28983
24513000001,41868,credit,15375
24514000001,39418,credit,27597
24515000001,26104,debit,40225
24516000001,40764,credit,18539
24517000001,77557,debit,1142
24518000001,93617,debit,29178
24519000001,41330,debit,19665
24520000001,16608,credit,32059
24521000001,43298,debit,43768
24522000001,58033,debit,4264
24523000001,6785,debit,28866
24524000001,91807,credit,46479
24525000001,42210,credit,41787
24526000001,68248,credit,13204
24527000001,23053,debit,42558
24528000001,28865,credit,23609
24529000001,28793,credit,3026
24530000001,87813,credit,41480
24531000001,28466,debit,43504
24532000001,75636,credit,11105
24533000001,11813,debit,567
24534000001,67908,debit,39817
24535000001,50280,debit,14192
24536000001,36098,debit,41726
24537000001,78500,credit,21857
24538000001,4826,credit,22347
24539000001,64004,debit,39027
24540000001,52355,credit,47929
24541000001,26042,credit,20789
24542000001,47251,credit,22722
24543000001,63792,credit,47724
24544000001,80120,credit,37265
24545000001,34082,credit,5544
24546000001,73148,debit,16819
24547000001,37423,credit,15098
24548000001,81859,credit,21843
24549000001,57036,credit,297
24550000001,57240,debit,102
24551000001,6142,credit,2918
24552000001,85390,credit,43958
24553000001,34752,debit,39548
24554000001,51240,credit,7883
24555000001,76400,credit,41097
24556000001,69227,credit,31619
24557000001,93623,credit,4640
24558000001,21394,debit,16007
24559000001,97168,credit,25549
24560000001,69989,credit,21456
24561000001,81012,credit,4407
24562000001,417,debit,32491
24563000001,94040,credit,12698
24564000001,87250,debit,22272
24565000001,80180,credit,29065
24566000001,69601,debit,33561
24567000001,43413,credit,27508
24568000001,94615,debit,35126
24569000001,70302,credit,49153
24570000001,47204,debit,37198
24571000001,7092,credit,15595
24572000001,26712,credit,23613
24573000001,41851,debit,47455
24574000001,93083,credit,6135
24575000001,81965,credit,39839
24576000001,51223,credit,36490
24577000001,27895,credit,5469
24578000001,39954,debit,33547
24579000001,66736,debit,21467
24580000001,63675,credit,32809
24581000001,9651,debit,7014
24582000001,78758,debit,47960
24583000001,22797,credit,37112
24584000001,47103,debit,3942
24585000001,67515,credit,18018
24586000001,19818,debit,44594
24587000001,17762,debit,5514
24588000001,43879,credit,40302
24589000001,23242,credit,20346
24590000001,74164,credit,45082
24591000001,99683,debit,49793
24592000001,65243,credit,22654
24593000001,99604,debit,15245
24594000001,18498,credit,15949
24595000001,54477,credit,2581
24596000001,75278,credit,42216
24597000001,46177,credit,47674
24598000001,87636,credit,12376
24599000001,47347,credit,8606
24600000001,76139,credit,31926
24601000001,22262,credit,46258
24602000001,58787,debit,42026
24603000001,22899,credit,427
24604000001,39168,debit,9049
24605000001,22401,credit,37023
24606000001,33890,debit,19938
24607000001,38259,credit,41119
24608000001,76909,credit,30666
24609000001,56942,debit,22264
24610000001,79793,debit,32312
24611000001,69122,debit,1378
24612000001,62473,debit,13331
24613000001,62541,debit,33040
24614000001,71108,debit,22250
24615000001,45489,debit,43175
24616000001,81299,debit,40712
24617000001,94013,debit,24645
24618000001,97821,credit,41973
24619000001,25473,credit,30248
24620000001,72650,debit,26604
24621000001,11551,debit,38103
24622000001,33818,credit,40448
24623000001,3059,credit,8172
24624000001,96147,credit,42438
24625000001,84845,credit,13658
24626000001,77918,credit,36783
24627000001,69978,debit,27282
24628000001,50163,credit,34064
24629000001,64373,credit,9644
24630000001,73056,debit,8369
24631000001,60002,credit,16878
24632000001,94181,credit,5587
24633000001,43411,credit,43745
24634000001,79296,debit,45155
24635000001,91450,credit,45866
24636000001,7888,debit,19498
24637000001,37655,debit,2911
24638000001,1889,debit,10603
24639000001,42405,debit,25724
24640000001,54656,debit,8691
24641000001,305,debit,32957
24642000001,80026,credit,16181
24643000001,63841,credit,41233
24644000001,90265,credit,32795
24645000001,36402,credit,49345
24646000001,72766,debit,7789
24647000001,79064,credit,6442
24648000001,53369,debit,11675
24649000001,30794,credit,38972
24650000001,12201,debit,46523
24651000001,21965,credit,2610
24652000001,51513,debit,8055
24653000001,83500,debit,11769
24654000001,98440,debit,43450
24655000001,90688,credit,9420
24656000001,86494,debit,32150
24657000001,86875,debit,29901
24658000001,94730,credit,334
24659000001,3629,debit,29249
24660000001,33088,credit,44878
24661000001,14493,debit,13646
24662000001,17114,credit,27752
24663000001,27657,debit,45309
24664000001,58524,credit,27854
24665000001,38192,debit,13393
24666000001,58640,credit,16622
24667000001,34556,debit,11192
24668000001,10605,debit,28032
24669000001,14136,credit,814
24670000001,89576,debit,42468
24671000001,7280,credit,36588
24672000001,79193,debit,6077
24673000001,71953,debit,7848
